gene_id	gene_name	gene_type	logFC	logCPM	LR	PValue	FDR	is_diff
ENSG00000059122	FLYWCH1	protein_coding	-0.0772406502674407	5.43541118348959	1.49147230508417	0.221988163856177	0.416293357633062	not_diff
ENSG00000132434	LANCL2	protein_coding	0.0908689404605457	4.57581763547735	1.49081764153362	0.22208964147859	0.416404173721398	not_diff
ENSG00000166747	AP1G1	protein_coding	0.0523104771652657	6.90636996592919	1.49071462436334	0.222105614944921	0.416404173721398	not_diff
ENSG00000158805	ZNF276	protein_coding	-0.0836812834760425	5.01371977244955	1.49055686620548	0.222130079013616	0.416404173721398	not_diff
ENSG00000115756	HPCAL1	protein_coding	0.0682617419253862	5.70593682474791	1.48816737283256	0.22250102012149	0.416892284036327	not_diff
ENSG00000145016	RUBCN	protein_coding	-0.0824543126051244	5.04044483714935	1.48818581174601	0.222498154857009	0.416892284036327	not_diff
ENSG00000248632	AC106872.5	pseudogene	0.410232736890055	0.340953666741009	1.4884435240887	0.222458112975052	0.416892284036327	not_diff
ENSG00000171155	C1GALT1C1	protein_coding	-0.0819094738411497	5.03740894610026	1.48824950748782	0.222488257371374	0.416892284036327	not_diff
ENSG00000164574	GALNT10	protein_coding	-0.0695045296906002	5.59379209378235	1.48758296841081	0.222591854934898	0.416954010543168	not_diff
ENSG00000187953	PMS2CL	pseudogene	0.103280841794358	4.11638796604665	1.48724413727824	0.222644540271476	0.416954010543168	not_diff
ENSG00000214654	B3GNT10	protein_coding	0.313982192193586	1.18569560475973	1.48731513484239	0.222633499522663	0.416954010543168	not_diff
ENSG00000120832	MTERF2	protein_coding	-0.184454557955698	2.55239227059716	1.48742904660022	0.22261578660679	0.416954010543168	not_diff
ENSG00000112851	ERBIN	protein_coding	0.0602108235930935	6.27017150844115	1.48692123635558	0.222694762489876	0.416967630952783	not_diff
ENSG00000276141	WHAMMP3	pseudogene	-0.202586819136693	2.3793307421	1.48684190691061	0.222707103026959	0.416967630952783	not_diff
ENSG00000159884	CCDC107	protein_coding	0.3208158055515	1.14519664901519	1.48597697951337	0.22284170480441	0.417045304814679	not_diff
ENSG00000254837	AP001372.2	lncRNA	0.406671786476393	0.365246196937595	1.48620016170266	0.222806963412042	0.417045304814679	not_diff
ENSG00000171962	DRC3	protein_coding	-0.182775203076252	2.71712258829121	1.48629171416227	0.222792713882133	0.417045304814679	not_diff
ENSG00000280332	AC020917.4	others	-0.270025830916307	1.67701150439538	1.48586467116251	0.222859189604609	0.417045304814679	not_diff
ENSG00000197279	ZNF165	protein_coding	0.332726045797288	1.01833602303393	1.48529907500959	0.222947269789433	0.417158376161025	not_diff
ENSG00000269028	MTRNR2L12	protein_coding	-0.26793672223856	1.74912891319714	1.48431802215538	0.22310014785483	0.417392648237957	not_diff
ENSG00000163520	FBLN2	protein_coding	-0.0913003534430886	4.61010513518203	1.48375012338218	0.223188701238656	0.417506533645373	not_diff
ENSG00000198858	R3HDM4	protein_coding	-0.0683703697737186	5.85688288914056	1.48323695751281	0.223268756241064	0.417604495335313	not_diff
ENSG00000134108	ARL8B	protein_coding	-0.047843399900218	7.25670456964045	1.48187564558944	0.223481290594112	0.417877606342858	not_diff
ENSG00000148337	CIZ1	protein_coding	-0.0537958588591426	6.83435578439288	1.48193892665694	0.223471405489552	0.417877606342858	not_diff
ENSG00000149823	VPS51	protein_coding	-0.0587450768511472	6.4932967044135	1.4817693997964	0.223497888375511	0.417877606342858	not_diff
ENSG00000134330	IAH1	protein_coding	0.080743353849596	5.06718444217297	1.4809630054336	0.223623911940282	0.41806141098107	not_diff
ENSG00000186314	PRELID2	protein_coding	0.185605473969692	2.56455101490246	1.48077806120794	0.223652827083413	0.418063649882156	not_diff
ENSG00000254999	BRK1	protein_coding	0.0485299821882886	7.21637372526305	1.48048927086673	0.223697987028552	0.418096250105532	not_diff
ENSG00000155189	AGPAT5	protein_coding	0.0626688351296564	6.2026985126636	1.47993501693699	0.22378468978155	0.418175858985689	not_diff
ENSG00000130202	NECTIN2	protein_coding	-0.0729223793424432	5.67679220447261	1.47986253714822	0.223796030877974	0.418175858985689	not_diff
ENSG00000007545	CRAMP1	protein_coding	-0.0885811646082926	4.84845961868491	1.47958276795556	0.223839813534018	0.418205859969478	not_diff
ENSG00000154814	OXNAD1	protein_coding	0.102345500444105	4.16606579681986	1.47912241684786	0.223911878814205	0.418288688153908	not_diff
ENSG00000211451	GNRHR2	pseudogene	-0.400270894220031	0.525832914318547	1.47824161230256	0.224049841141222	0.418344809465054	not_diff
ENSG00000226124	FTCDNL1	protein_coding	-0.291516025528916	1.50736141779412	1.47822231069409	0.224052865534622	0.418344809465054	not_diff
ENSG00000107036	RIC1	protein_coding	0.0715663098596969	5.57498805662218	1.47850695730417	0.224008268857632	0.418344809465054	not_diff
ENSG00000088367	EPB41L1	protein_coding	-0.450772206683603	0.150643296558306	1.47861400630151	0.223991499833355	0.418344809465054	not_diff
ENSG00000203761	MSTO2P	pseudogene	-0.107311293158024	4.07774234190138	1.47775691799088	0.224125803321439	0.418429198105863	not_diff
ENSG00000212719	C17orf51	protein_coding	0.392047341166994	0.465416796898472	1.4775048596624	0.224165318565402	0.418451175732916	not_diff
ENSG00000272752	STAG3L5P-PVRIG2P-PILRB	lncRNA	0.621553054837191	-0.947108922510639	1.47687025952684	0.224264841966581	0.41858515176116	not_diff
ENSG00000253854	AC010834.3	lncRNA	0.365575151544697	0.769598994535685	1.47597201947732	0.224405802193434	0.418618768889135	not_diff
ENSG00000100918	REC8	protein_coding	-0.081416337155454	5.02973291936487	1.475756260163	0.224439676982816	0.418618768889135	not_diff
ENSG00000140993	TIGD7	protein_coding	-0.421176742157577	0.48131784633786	1.47569447188853	0.224449379036428	0.418618768889135	not_diff
ENSG00000179277	MEIS3P1	pseudogene	0.460744761714235	-0.00698824245163422	1.47635145989647	0.224346243900934	0.418618768889135	not_diff
ENSG00000076604	TRAF4	protein_coding	0.101405515338945	4.21152141081713	1.47601267209167	0.224399420310584	0.418618768889135	not_diff
ENSG00000099725	PRKY	pseudogene	0.263378099969157	1.69759366827472	1.47621454313141	0.224367732648564	0.418618768889135	not_diff
ENSG00000142621	FHAD1	protein_coding	-0.519936987285084	-0.32393128476924	1.47551346265325	0.224477804173173	0.418620019824923	not_diff
ENSG00000141577	CEP131	protein_coding	-0.0832364587130482	4.92841252580279	1.47469916686878	0.224605732092405	0.418806806422271	not_diff
ENSG00000137574	TGS1	protein_coding	0.0639029053314368	5.89979414199581	1.4743811121861	0.224655723025026	0.418848241086089	not_diff
ENSG00000070718	AP3M2	protein_coding	-0.0903205594243639	4.68864545996198	1.47376166560717	0.224753124186925	0.418978046237967	not_diff
ENSG00000231345	BEND3P1	pseudogene	0.386418175531979	0.559549869480949	1.4734090903938	0.224808585378291	0.419000278943875	not_diff
ENSG00000186431	FCAR	protein_coding	-0.22099651825025	2.18225574127229	1.47333266313103	0.224820609792003	0.419000278943875	not_diff
ENSG00000123908	AGO2	protein_coding	0.0549675415794571	6.63501421235773	1.47286883710723	0.224893600771633	0.41901165790727	not_diff
ENSG00000177981	ASB8	protein_coding	0.0853340977935331	4.86535201953975	1.4727633669326	0.224910202278766	0.41901165790727	not_diff
ENSG00000267480	AP001542.3	lncRNA	0.354697424176929	0.888219362304504	1.47296327738251	0.224878736670418	0.41901165790727	not_diff
ENSG00000124140	SLC12A5	protein_coding	0.475718136110974	-0.18070835139003	1.47258782351287	0.224937836907456	0.41901165790727	not_diff
ENSG00000162384	C1orf123	protein_coding	-0.0763825592630933	5.18086001674856	1.4721746279488	0.225002899604598	0.419029353591326	not_diff
ENSG00000155330	C16orf87	protein_coding	0.115064733804844	3.75857198707433	1.47226121390829	0.224989263716447	0.419029353591326	not_diff
ENSG00000141279	NPEPPS	protein_coding	0.0563440073159129	6.75476857318294	1.47130708101228	0.22513957895948	0.41923213203035	not_diff
ENSG00000186280	KDM4D	protein_coding	0.353627776350701	1.09421009340428	1.47075712602589	0.225226274264123	0.419341796657916	not_diff
ENSG00000233030	AC243772.2	lncRNA	-0.433646367869514	0.327458729721093	1.47010205561945	0.225329592315749	0.419430610995735	not_diff
ENSG00000235454	HAUS6P3	pseudogene	0.466439740202563	-0.0833165823146079	1.47014226844396	0.225323248289651	0.419430610995735	not_diff
ENSG00000152061	RABGAP1L	protein_coding	-0.0887956604544128	4.79001507429437	1.46862873821743	0.225562172588358	0.419656377100061	not_diff
ENSG00000091527	CDV3	protein_coding	0.0426273394770743	8.19978467922672	1.468933119374	0.225514098883634	0.419656377100061	not_diff
ENSG00000136816	TOR1B	protein_coding	-0.0903600910146163	4.66130401452433	1.46890193291074	0.225519023882076	0.419656377100061	not_diff
ENSG00000254703	SENCR	lncRNA	0.402738519172654	0.560712174518978	1.46866162980209	0.225556977126378	0.419656377100061	not_diff
ENSG00000163660	CCNL1	protein_coding	-0.04778562465791	7.33513819768954	1.46562769941778	0.226036813259243	0.420332049610303	not_diff
ENSG00000174891	RSRC1	protein_coding	-0.0862016410023967	4.81567477779583	1.46592515094347	0.225989715190919	0.420332049610303	not_diff
ENSG00000051825	MPHOSPH9	protein_coding	0.0662310403494185	5.95284872202622	1.46567621802149	0.226029130085495	0.420332049610303	not_diff
ENSG00000091262	ABCC6	protein_coding	-0.43591265862085	0.226938397780852	1.46584919906294	0.226001740187705	0.420332049610303	not_diff
ENSG00000205413	SAMD9	protein_coding	0.0884784805468519	4.80852047860038	1.46419685590517	0.226263535836976	0.42070178883495	not_diff
ENSG00000241399	CD302	protein_coding	0.114483353077661	3.74970725232011	1.46334512251617	0.226398625883479	0.420853385033707	not_diff
ENSG00000174306	ZHX3	protein_coding	-0.0859431745708754	4.75893578690635	1.46333096030466	0.226400872914109	0.420853385033707	not_diff
ENSG00000145708	CRHBP	protein_coding	-0.138884646621493	3.19789909171412	1.46293799881882	0.226463232370109	0.420917428692342	not_diff
ENSG00000187824	TMEM220	protein_coding	-0.171342134059412	2.66423358053048	1.46242019612053	0.226545434509694	0.421018332763641	not_diff
ENSG00000180336	MEIOC	protein_coding	0.448709730224223	-0.00480322529096962	1.46214629572306	0.226588931199274	0.421047289550161	not_diff
ENSG00000279348	AC012513.3	others	0.251333847311686	1.8066746346415	1.46149928266789	0.226691719803143	0.421076534576965	not_diff
ENSG00000132330	SCLY	protein_coding	-0.140554409747194	3.15296976033665	1.46147846779624	0.226695027515755	0.421076534576965	not_diff
ENSG00000157500	APPL1	protein_coding	0.0524489720203937	6.80305645941928	1.4617735572338	0.226648139965327	0.421076534576965	not_diff
ENSG00000108799	EZH1	protein_coding	-0.0686806110061211	5.60697849823369	1.46134436860707	0.226716338745577	0.421076534576965	not_diff
ENSG00000153029	MR1	protein_coding	-0.08036916404493	5.07428837178862	1.45916861761089	0.227062448704782	0.42161552552188	not_diff
ENSG00000158669	GPAT4	protein_coding	0.0635459537035965	6.0317486097542	1.45930671591511	0.227040461705467	0.42161552552188	not_diff
ENSG00000142166	IFNAR1	protein_coding	0.0613673253625088	6.12820708094137	1.45814615876792	0.227225316734926	0.421866008408774	not_diff
ENSG00000233355	CHRM3-AS2	lncRNA	0.40147062663386	0.43060695290005	1.45764999992501	0.227304400744258	0.42196089556008	not_diff
ENSG00000048140	TSPAN17	protein_coding	0.0943955186524786	4.425884859939	1.45741565549427	0.227341764996815	0.421978321615427	not_diff
ENSG00000058600	POLR3E	protein_coding	-0.0584155467324489	6.33004575752866	1.45695079260615	0.227415905332417	0.422024673200987	not_diff
ENSG00000167077	MEI1	protein_coding	0.256169214155398	1.75349532436577	1.45690821563799	0.227422697326634	0.422024673200987	not_diff
ENSG00000118496	FBXO30	protein_coding	0.0836079758161312	4.83538273526887	1.45594777399758	0.227575974411705	0.422165167951629	not_diff
ENSG00000272686	AC006333.2	lncRNA	0.275801619615249	1.5232953385458	1.45590767683942	0.227582376225863	0.422165167951629	not_diff
ENSG00000104142	VPS18	protein_coding	-0.0622725540000912	6.07172802978569	1.45613516267818	0.227546059263398	0.422165167951629	not_diff
ENSG00000100811	YY1	protein_coding	0.0465202802726751	7.6947537217683	1.45543787480291	0.227657399801303	0.422231885731279	not_diff
ENSG00000205755	CRLF2	protein_coding	-0.431508129788609	0.254586310074799	1.45533187963186	0.227674330481502	0.422231885731279	not_diff
ENSG00000057935	MTA3	protein_coding	0.107979279414167	3.97270997347295	1.45485546144597	0.227750447777001	0.422321121689267	not_diff
ENSG00000236700	LINC01010	lncRNA	-0.464744836423545	0.00893643112432903	1.45441875747272	0.227820246816457	0.42239862111034	not_diff
ENSG00000177485	ZBTB33	protein_coding	0.0665795273683754	5.69895679927767	1.45373986537855	0.227928806224548	0.422547957753792	not_diff
ENSG00000278133	AC135050.6	lncRNA	-0.119938445205092	3.71082083857829	1.45293594828755	0.228057438431634	0.422734465265373	not_diff
ENSG00000135953	MFSD9	protein_coding	-0.127602466589076	3.82656937306352	1.45188729547337	0.228225361274195	0.422941777134622	not_diff
ENSG00000144451	SPAG16	protein_coding	0.162697691575548	2.72376528498743	1.45198473799542	0.228209751344657	0.422941777134622	not_diff
ENSG00000229140	CCDC26	lncRNA	0.308784484303477	1.19751366233237	1.45094693961743	0.228376068810947	0.423169071974878	not_diff
ENSG00000056558	TRAF1	protein_coding	-0.156182818976103	2.87353104955931	1.45009553342823	0.228512623982126	0.423370090593589	not_diff
ENSG00000180938	ZNF572	protein_coding	-0.280606460113905	1.58370597887138	1.44970607408209	0.228575121258942	0.423433868085068	not_diff
ENSG00000110756	HPS5	protein_coding	0.0679790884816806	5.71826709069038	1.44864931749486	0.228744804632426	0.42369616704788	not_diff
ENSG00000269556	TMEM185A	protein_coding	-0.10225613999093	4.21780300831111	1.44807845168734	0.228836531600333	0.423814023345754	not_diff
ENSG00000122515	ZMIZ2	protein_coding	-0.056809777544435	6.41307183899411	1.44670537970083	0.229057338770909	0.424170882833839	not_diff
ENSG00000177410	ZFAS1	lncRNA	0.0794007449934458	5.09748743173662	1.4459209495219	0.229183600079832	0.424352595139222	not_diff
ENSG00000256073	URB1-AS1	lncRNA	0.276466830095375	1.55148415824797	1.44545425535733	0.229258758585671	0.424439653338366	not_diff
ENSG00000170836	PPM1D	protein_coding	0.0843807673668211	4.79276066682369	1.4452039379532	0.229299083041446	0.424462207844149	not_diff
ENSG00000106049	HIBADH	protein_coding	-0.0970232767431399	4.47061640596897	1.44449261066269	0.229413719723419	0.42462230145887	not_diff
ENSG00000096093	EFHC1	protein_coding	-0.126327146503474	3.52977223380243	1.44393118201084	0.229504247646375	0.424737738312918	not_diff
ENSG00000105701	FKBP8	protein_coding	-0.0431281837973985	7.95455774732217	1.44262318262696	0.229715323767145	0.425076214989553	not_diff
ENSG00000169554	ZEB2	protein_coding	-0.0430624638971026	8.00158423435364	1.44148122079669	0.22989979707211	0.425285387902009	not_diff
ENSG00000187037	GPR141	protein_coding	-0.185712070244438	2.45843206855573	1.441500521554	0.229896677732199	0.425285387902009	not_diff
ENSG00000139970	RTN1	protein_coding	0.293588440635167	1.39590746227035	1.44139982966497	0.229912951863222	0.425285387902009	not_diff
ENSG00000172244	C5orf34	protein_coding	0.140494987593068	3.31777217379731	1.44042057646039	0.230071294163785	0.425526098083675	not_diff
ENSG00000072736	NFATC3	protein_coding	-0.0667615265459946	5.68892523825409	1.44024604995885	0.230099528367358	0.425526138593043	not_diff
ENSG00000237940	LINC01238	lncRNA	-0.235957137159712	1.96906425700389	1.43989711592291	0.230155990046592	0.425578374141565	not_diff
ENSG00000113658	SMAD5	protein_coding	0.0706303115537295	5.66444179782394	1.43936953303806	0.23024139094098	0.425634308366926	not_diff
ENSG00000180953	ST20	protein_coding	-0.277810007695678	1.52526602267489	1.43936157978181	0.230242678642561	0.425634308366926	not_diff
ENSG00000111231	GPN3	protein_coding	0.0754011041332004	5.52176783300023	1.43803507253012	0.230457573233271	0.425979359935959	not_diff
ENSG00000122042	UBL3	protein_coding	0.0877407904837598	4.65208019687176	1.43673634936007	0.230668201028096	0.426316441135494	not_diff
ENSG00000155957	TMBIM4	protein_coding	0.16111935097058	2.90320633374654	1.43430967469473	0.231062383023531	0.426888035661921	not_diff
ENSG00000198547	C20orf203	protein_coding	-0.453868736885617	0.0374274213108127	1.43438700501807	0.23104980918758	0.426888035661921	not_diff
ENSG00000156265	MAP3K7CL	protein_coding	-0.311805799201225	1.22657611459896	1.43457863070526	0.231018654591117	0.426888035661921	not_diff
ENSG00000260135	MMP2-AS1	lncRNA	0.362269885806184	0.71311819215229	1.43358428070828	0.231180371569621	0.427053710273679	not_diff
ENSG00000156521	TYSND1	protein_coding	-0.0903051162916134	4.67763903638288	1.43325764911685	0.231233523368919	0.427099587677371	not_diff
ENSG00000260924	LINC01311	lncRNA	0.275369001262471	1.53700358664634	1.43273690224416	0.231318293460818	0.427203847222912	not_diff
ENSG00000232677	LINC00665	lncRNA	-0.0945677629160847	4.40053395420919	1.43239424722888	0.231374093209548	0.427254584706124	not_diff
ENSG00000215014	AL645728.1	lncRNA	-0.373884394040375	0.878741132325787	1.43191961384796	0.231451411833819	0.427345041582751	not_diff
ENSG00000169045	HNRNPH1	protein_coding	-0.0363125505431322	10.277498670365	1.43115996047828	0.231575225595359	0.427521313054443	not_diff
ENSG00000132196	HSD17B7	protein_coding	-0.106337491068928	4.12187487918805	1.42962643053532	0.231825414884715	0.427910226113001	not_diff
ENSG00000130024	PHF10	protein_coding	0.0530231698338231	6.70617311646355	1.42952099260968	0.231842628641215	0.427910226113001	not_diff
ENSG00000085644	ZNF213	protein_coding	0.107848736125672	3.9802210618339	1.42903154237494	0.231922556305504	0.428005373394826	not_diff
ENSG00000269896	AL513477.1	pseudogene	-0.378521474386113	0.753415403010768	1.42880030064282	0.231960329854701	0.428015795536535	not_diff
ENSG00000175548	ALG10B	protein_coding	-0.0942607423699944	4.73308877092071	1.42864955394463	0.231984958463911	0.428015795536535	not_diff
ENSG00000243701	DUBR	lncRNA	-0.269206179237437	1.61509173457324	1.428220973234	0.232054996124581	0.428092650017986	not_diff
ENSG00000007520	TSR3	protein_coding	0.0873426927519124	5.07169444586124	1.42475548543741	0.232622256660354	0.429086645127567	not_diff
ENSG00000260075	NSFP1	pseudogene	0.116634147985082	3.64155975211226	1.4238511986809	0.232770553352205	0.429307686012633	not_diff
ENSG00000105085	MED26	protein_coding	-0.135418447253653	3.28881516541241	1.42335244805139	0.232852393810198	0.429406120043919	not_diff
ENSG00000205846	CLEC6A	protein_coding	-0.529011953520536	-0.441522910236642	1.42211866399298	0.233054995962112	0.42969332567194	not_diff
ENSG00000100246	DNAL4	protein_coding	0.13803148284224	3.15667268024854	1.42205708917562	0.233065112863631	0.42969332567194	not_diff
ENSG00000167637	ZNF283	protein_coding	0.143079897775406	3.04162984960536	1.420921664391	0.233251761212786	0.429976754149877	not_diff
ENSG00000133422	MORC2	protein_coding	-0.0710847434002869	5.4083882662802	1.42077515286635	0.233275858861529	0.429976754149877	not_diff
ENSG00000272525	AC099522.2	lncRNA	0.490904157495756	-0.268862123060437	1.41981221667159	0.233434313756682	0.430216245649076	not_diff
ENSG00000188177	ZC3H6	protein_coding	-0.13510190649793	3.26026468185837	1.41878713005468	0.233603138690594	0.430474788133198	not_diff
ENSG00000244301	AOX3P	pseudogene	-0.417519210632404	0.455275667076678	1.41836367570864	0.233672921864141	0.430550779437678	not_diff
ENSG00000126070	AGO3	protein_coding	0.0751184799000752	5.32659289621296	1.41798247986523	0.233735762596169	0.430561371181975	not_diff
ENSG00000214753	HNRNPUL2	protein_coding	0.0535093944357911	6.70128126669376	1.41802089487467	0.233729428896267	0.430561371181975	not_diff
ENSG00000125247	TMTC4	protein_coding	-0.0838935469904777	4.8956190470541	1.41744331045612	0.233824680399704	0.430672567403681	not_diff
ENSG00000278727	AC000403.1	lncRNA	0.473265166106654	-0.161950146798791	1.41704496313593	0.233890400615373	0.430741014955026	not_diff
ENSG00000270696	AC005034.3	lncRNA	0.168278630261556	2.7201355625569	1.41648134287675	0.233983426076258	0.430859725980735	not_diff
ENSG00000280138	AC027290.2	others	-0.153287427001473	2.94314613029286	1.41558490712978	0.234131474863406	0.431027100618181	not_diff
ENSG00000140718	FTO	protein_coding	-0.0818409024956294	5.10293439295105	1.41570644346391	0.234111396173944	0.431027100618181	not_diff
ENSG00000143995	MEIS1	protein_coding	-0.0999139644027287	4.24294573663163	1.41518942688383	0.234196825499496	0.431094791189761	not_diff
ENSG00000179134	SAMD4B	protein_coding	0.0629686912764626	6.03456008760245	1.41498532172968	0.234230561227875	0.431104277608302	not_diff
ENSG00000172366	MCRIP2	protein_coding	-0.0814843096303713	5.14667167043704	1.41406583798438	0.234382611922063	0.431331495317286	not_diff
ENSG00000066651	TRMT11	protein_coding	0.0937668271430954	4.4125151795428	1.4134689794506	0.234481375497718	0.431460605908513	not_diff
ENSG00000100629	CEP128	protein_coding	-0.0990034291254733	4.29574498911731	1.4132078005127	0.234524609218034	0.431487519008978	not_diff
ENSG00000108771	DHX58	protein_coding	-0.138532420838671	3.16817865437237	1.41291453840083	0.234573165252353	0.431524216550951	not_diff
ENSG00000136541	ERMN	protein_coding	-0.300176746313779	1.33683099362758	1.41236487184702	0.234664207477585	0.43163681490858	not_diff
ENSG00000213865	C8orf44	protein_coding	-0.139264551942921	3.20704516370692	1.41219949371815	0.234691607708365	0.43163681490858	not_diff
ENSG00000272655	POLR2J4	pseudogene	0.135536569633873	3.18773125419467	1.41126628739499	0.234846296050663	0.431753561364062	not_diff
ENSG00000171813	PWWP2B	protein_coding	-0.100401960260001	4.48093703537511	1.41148756056836	0.234809606641355	0.431753561364062	not_diff
ENSG00000126217	MCF2L	protein_coding	-0.43414904297768	0.188377731677931	1.41141727813829	0.234821259452693	0.431753561364062	not_diff
ENSG00000188785	ZNF548	protein_coding	-0.114615882708108	3.95287556631767	1.41112584568527	0.234869586354977	0.431753561364062	not_diff
ENSG00000115159	GPD2	protein_coding	0.0598355615640633	6.13007131980746	1.41036009605101	0.234996624452984	0.431934448772161	not_diff
ENSG00000138802	SEC24B	protein_coding	0.0670703121206381	5.63037229203614	1.40891752493227	0.235236173381855	0.432303819661734	not_diff
ENSG00000152219	ARL14EP	protein_coding	0.081359769355596	4.88246819784245	1.40880478964558	0.235254906304019	0.432303819661734	not_diff
ENSG00000234882	EIF3EP1	pseudogene	0.399535863462294	0.387267292993388	1.40827190257279	0.235343479171072	0.432413898932548	not_diff
ENSG00000276805	AL133216.2	pseudogene	-0.139286455369009	3.14796282590422	1.40789446492591	0.235406238710819	0.432476528437915	not_diff
ENSG00000168811	IL12A	protein_coding	-0.37964301710658	0.617420484280926	1.40676383940356	0.235594358025934	0.43276941932836	not_diff
ENSG00000007392	LUC7L	protein_coding	-0.0580098627381806	6.25594162328027	1.40652878393804	0.235633490616518	0.43278859461385	not_diff
ENSG00000242125	SNHG3	lncRNA	-0.0440186821969904	7.58617706953696	1.40452494748177	0.235967413786354	0.433348885865868	not_diff
ENSG00000072818	ACAP1	protein_coding	-0.0486842825406642	7.05009910581698	1.40435353232065	0.235996005337283	0.433348885865868	not_diff
ENSG00000105609	LILRB5	protein_coding	-0.469338238831169	-0.0853349262156133	1.40375740023365	0.236095471111563	0.433478757245977	not_diff
ENSG00000262903	AC027796.4	lncRNA	-0.423089530919539	0.228327437518296	1.40259203360243	0.236290061450631	0.433783227465903	not_diff
ENSG00000154309	DISP1	protein_coding	-0.275834620650754	1.54676324344833	1.40192722809854	0.236401156230906	0.433934360402916	not_diff
ENSG00000178860	MSC	protein_coding	0.3194976150311	1.24108047327266	1.40135167081329	0.236497387969425	0.43405817750582	not_diff
ENSG00000172794	RAB37	protein_coding	-0.0643827468986446	6.05810413094516	1.40049111744977	0.236641358891496	0.434269572473589	not_diff
ENSG00000110066	KMT5B	protein_coding	0.0731975690926561	5.24777781103371	1.40006050854551	0.236713439800057	0.434349003954289	not_diff
ENSG00000111328	CDK2AP1	protein_coding	-0.0596150372096873	6.23933024874242	1.39928062319807	0.236844054880149	0.434535808266304	not_diff
ENSG00000106052	TAX1BP1	protein_coding	-0.0591325262676703	6.19137301580914	1.39865178018064	0.236949437029918	0.434676278122386	not_diff
ENSG00000230555	AL450326.1	lncRNA	0.398275101601681	0.339865188251331	1.39826425540415	0.23701440712857	0.434742588194116	not_diff
ENSG00000279673	AC092919.2	others	-0.468584609843065	-0.083243885553897	1.39756214307476	0.237132174119111	0.434852836746328	not_diff
ENSG00000153157	SYCP2L	protein_coding	0.441780186912679	0.124727757438639	1.39768280617888	0.237111929959277	0.434852836746328	not_diff
ENSG00000134463	ECHDC3	protein_coding	0.171403390834754	2.54597124730521	1.39710207693065	0.237209380592042	0.434888669924611	not_diff
ENSG00000231205	ZNF826P	pseudogene	0.132730123656461	3.23050077974889	1.39720370403401	0.237192323313123	0.434888669924611	not_diff
ENSG00000263847	AP005899.1	lncRNA	-0.453418793906677	0.0932712948045372	1.39691141660873	0.23724138538161	0.434894484165146	not_diff
ENSG00000131779	PEX11B	protein_coding	0.0878934025312642	4.6574215908308	1.39579553111916	0.237428806156576	0.435095388251461	not_diff
ENSG00000205763	RP9P	pseudogene	0.175750032785301	2.59578960099804	1.39574366523902	0.23743752175945	0.435095388251461	not_diff
ENSG00000100342	APOL1	protein_coding	0.127181141057526	3.36316556343422	1.39590709889956	0.237410059491638	0.435095388251461	not_diff
ENSG00000143353	LYPLAL1	protein_coding	0.131159904896055	3.29992399747007	1.39503303227906	0.2375569764329	0.435183118166407	not_diff
ENSG00000119778	ATAD2B	protein_coding	0.0694574650480584	5.47370039885488	1.39475740700382	0.23760332759919	0.435183118166407	not_diff
ENSG00000230207	RPL4P5	pseudogene	-0.276725417553329	1.50580251475912	1.39460085174782	0.237629659962775	0.435183118166407	not_diff
ENSG00000094916	CBX5	protein_coding	0.0412700196249916	8.02290775837423	1.39462614159191	0.237625406008546	0.435183118166407	not_diff
ENSG00000186010	NDUFA13	protein_coding	-0.311781878064158	1.18047216840177	1.39498699383368	0.237564717832361	0.435183118166407	not_diff
ENSG00000029639	TFB1M	protein_coding	-0.0999946960623673	4.14273697026818	1.39431318400344	0.237678054481488	0.435218901996392	not_diff
ENSG00000154978	VOPP1	protein_coding	0.0628780213412739	5.88179178817692	1.39343639198965	0.237825631495639	0.435435953880225	not_diff
ENSG00000173818	ENDOV	protein_coding	0.117100364472815	3.62084568661633	1.39326597755858	0.237854327654921	0.435435953880225	not_diff
ENSG00000175215	CTDSP2	protein_coding	0.0457164450878573	7.39688556854384	1.39235119456847	0.238008440167885	0.435665206681093	not_diff
ENSG00000266402	SNHG25	lncRNA	-0.283602754589611	1.44595004003817	1.39176214992915	0.238107740009618	0.435749146969823	not_diff
ENSG00000099940	SNAP29	protein_coding	0.0774693911463395	5.29668756821006	1.39173642509163	0.23811207779124	0.435749146969823	not_diff
ENSG00000214253	FIS1	protein_coding	-0.0546442517370439	6.48821117992723	1.3910426638966	0.238229097580141	0.435901887379608	not_diff
ENSG00000177542	SLC25A22	protein_coding	0.0772623240963038	5.11553990716458	1.39089897976903	0.238253342143969	0.435901887379608	not_diff
ENSG00000250565	ATP6V1E2	protein_coding	0.184633026679368	2.37447371126235	1.39058054617984	0.238307083757476	0.435947331026564	not_diff
ENSG00000196345	ZKSCAN7	protein_coding	0.251850857104426	1.75330389220698	1.38959755399633	0.238473074869587	0.43619808249551	not_diff
ENSG00000116586	LAMTOR2	protein_coding	-0.0625372958964613	6.09010926170518	1.38872620579011	0.238620330775874	0.436414508196011	not_diff
ENSG00000025800	KPNA6	protein_coding	0.0617138770953531	6.09080079907136	1.38776601794278	0.238782728239359	0.436658570566713	not_diff
ENSG00000100784	RPS6KA5	protein_coding	0.104596801685688	3.97590835112753	1.38752513983952	0.238823489227391	0.436680165840312	not_diff
